Year,TOR event location types,Location: Residence,"Location: Street, highway, motorway",Location: Outdoor public area,Location: Police premises,Location: Police vehicle,Location: Commercial Property,Location: Non-Police vehicle,Location: Gang premises,Location: Other,Subject Known,Age Group,Subject Gender,Ethnicity recode,RF: History of carrying weapons,RF: History of violence against police,RF: History of violence against non-police,RF: Alcohol,RF: Drugs,RF: 1M,RF: Distressed (Not 1M),RF: Suicidal,RF: Excited Delirium,RF: Medical,RF: Other,Subject Armed,RECODE: Subject Armed,RECODE: Subject Weapon,Tactics Used,Overall Behaviour - Threaten Police,Overall Behaviour - Threaten Non-Police,Overall Behaviour - Violence Towards Police,Overall Behaviour - Violence Towards Non-Police,Overall Behaviour - Weapon Used Against Police,Overall Behaviour - Spit blood/saliva at Police,Overall Behaviour - Other,Communication Usage count,Communication: PCA,Communication: Tactic Location Type,Communication: Tactic Effect,HC-Restraints: Usage Count,HC: Not reportable,HCwP&R Usage Count,Spithood Usage Count,HC-Restraints 1: PCA,HC-Restraints 1: Handcuff Type,HC-Restraints 1: Technique,Recode HC-R 1 type,HC-Restraints 1: Tactic Location Type,HC-Restraints 1: Tactic Effect,HC-Restraints 2: PCA,HC-Restraints 2: HandcuffType,HC-Restraints 2: Technique,Recode HC-R 2 type,HC-Restraints 2: Tactic Location Type,HC-Restraints 2: Tactic Effect,HC-Restraints 3: PCA,HC-Restraints 3: HandcuffType,HC-Restraints 3: Technique,Recode HC-R 3 type,HC-Restraints 3: Tactic Location Type,HC-Restraints 3: Tactic Effect,OC Spray: Usage Count,OC Spray 1: PCA,OC Spray 1: Spray Duration,OC Spray 1: Body Location,OC Spray 1: Tactic Location Type,OC Spray 1: Environmental Conditions,OC Spray 1: Tactic Effect,OC Spray 2: PCA,OC Spray 2: Spray Duration,OC Spray 2: Body Location,OC Spray 2: Tactic Location Type,OC Spray 2: Environmental Conditions,OC Spray 2: Tactic Effect,OC Spray 3: PCA,OC Spray 3: Spray Duration,OC Spray 3: Body Location,OC Spray 3: Tactic Location Type,OC Spray 3: Environmental Conditions,OC Spray 3: Tactic Effect,Empty Hand: Usage Count,Empty Hand 1: PCA,Empty Hand 1: Tactic Location Type,Empty Hand 1: Tactic Effect,Empty Hand 2: PCA,Empty Hand 2: Tactic Location Type,Empty Hand 2: Tactic Effect,Empty Hand 3: PCA,Empty Hand 3: Tactic Location Type,Empty Hand 3: Tactic Effect,Baton: Usage Count,Baton 1: PCA,Baton 1: Type,Baton 1: Method,Baton 1: Strikes,Baton 1: Tactic Location Type,Baton 1: Tactic Effect,Dog: Usage Count,Dog 1: PCA,Dog 1: Subject Bitten,Dog 1: Tactic Location Type,Dog 1: Tactic Effect,Dog 2: PCA,Dog 2: Subject Bitten,Dog 2: Tactic Location Type,Dog 2: Tactic Effect,Taser: Usage Count,TASER Deployments,Show or Discharge?,Presentation,Laser painting,Arcing,No of Discharge w Probes,No of Contact Stuns,Highest Deployment mode,Total Cycles,Taser 1: PCA,Taser 1: Type,Taser 1: Deployment Method,Taser 1: Number of dischagres with probes,Taser 1: Number of contact stuns,Taser 1: Num of 5 second cycles,Taser 1: Body Location,Taser 1: Activation Duration,Taser 1: Tactic Location Type,Taser 1: Environmental Conditions,Taser 1: Subject Restrained?,Taser 1: Tactic Effect,Taser 2: PCA,Taser 2: Type,Taser 2: Deployment Method,Taser 2: Number of dischagres with probes,Taser 2: Number of contact stuns,Taser 2: Num of 5 second cycles,Taser 2: Body Location,Taser 2: Activation Duration,Taser 2: Tactic Location Type,Taser 2: Environmental Conditions,Taser 2: Subject Restrained?,Taser 2: Tactic Effect,Taser 3: PCA,Taser 3: Type,Taser 3: Deployment Method,Taser 3: Number of dischagres with probes,Taser 3: Number of contact stuns,Taser 3: Num of 5 second cycles,Taser 3: Body Location,Taser 3: Activation Duration,Taser 3: Tactic Location Type,Taser 3: Environmental Conditions,Taser 3: Subject Restrained?,Taser 3: Tactic Effect,Firearm: Usage Count,All Firearm deployments,Highest Firerm Deployment,Firearm 1: PCA,Firearm 1: Firearm Type,Firearm 1: Deployment Method,Firearm 1: Num Shots Fired,Firearm 1: Body Location,Firearm 1: Tactic Location Type,Firearm 1: Capable of Threat,Firearm 1: Tactic Effect,Firearm 2: PCA,Firearm 2: Firearm Type,Firearm 2: Deployment Method,Firearm 2: Num Shots Fired,Firearm 2: Body Location,Firearm 2: Tactic Location Type,Firearm 2: Capable of Threat,Firearm 2: Tactic Effect,Other: Usage Count,Other 1: Tactic,Other 1: PCA,Other 1: Tactic Location Type,Other 1: Tactic Effect,Recode: Incident Type,Total Subject Injuries,Subject Injury 1: Cause,Subject Injury 1: Site,Subject Injury 1: Type,Subject Injury 1: Treatment Required,Subject Injury 1: Treatment Received,Subject Injury 2: Cause,Subject Injury 2: Site,Subject Injury 2: Type,Subject Injury 2: Treatment Required,Subject Injury 2: Treatment Received,Subject Injury 3: Cause,Subject Injury 3: Site,Subject Injury 3: Type,Subject Injury 3: Treatment Required,Subject Injury 3: Treatment Received,Staff Injury,Staff Injury: Area(s),Staff Injury: Outcome,Staff Injury: Cause,Staff Injury By Subject: Behaviour,All PCAs,Highest PCA,Charge Categories,1000,2000,3000,4000,5000,6000,A-W Traffic,Total Charge Categories
2018,"Outdoor public area
Street/Highway/MotorwayOutdoor public area
Street/Highway/Motorway",,1,1,,,,,,,Yes,21-30,Male,Māori,,,,,,,,,,,1,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,"Outdoor public area
Street/Highway/Motorway",Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,"Outdoor public area
Street/Highway/Motorway",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1z - other incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,"5100, 6100",0,0,0,0,1,1,0,2
2018,Police Car,,,,,1,,,,,Yes,14-16,Male,Māori,1,,,1,1,,,,,,,No Weapon,No,,"Empty Hand
",1,,1,,,1,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,41-50,Male,Māori,1,1,1,1,,,,,,,,Had Weapon and Believed,Yes,Bludgeoning weapon,"Communication
OC Spray
",1,,,,1,,,1,Assaultive,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,1,"LEye, REye",Street/Highway/Motorway,Good visibility,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1k - drunk custody/detox centre incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,1700,1,0,0,0,0,0,0,1
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,No,,Male,European,,,,,,,,,,,1,No Weapon,No,,"Communication
OC Spray
",,,,,,,1,1,Active Resistant,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,1,Active Resistant,2,Miss,Street/Highway/Motorway,Good visibility,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,0,,,,,,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,Nil,0,0,0,0,0,0,0,0
2018,Outdoor public areaOutdoor public area,,,1,,,,,,,Yes,31-40,Male,Pacific peoples,,,,,,,,,,,1,No Weapon,No,,"Communication
Dog
",,,,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Active Resistant,Yes,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c - car/person acting suspiciously,1,Dog,"RArm-front
RArm-back",Bite (animal),Medical,Medical,,,,,,,,,,,,,,,,Active ResistantActive Resistant,Active Resistant,7100,0,0,0,0,0,0,0,0
2018,"Licenced Premises
Outdoor public areaLicenced Premises
Outdoor public areaPolice Car",,,1,,1,,,,,Yes,17-20,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
",1,1,1,1,,,,1,Passive Resistant,"Licenced Premises
Outdoor public area",Nil,1,Y,,0,Passive Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,"Licenced Premises
Outdoor public area",Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3h - hotel visit,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantPassive ResistantAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Residence,1,,,,,,,,,No,,Male,Pacific peoples,,,,,,,,,,,1,Had Weapon and Used,Yes,Firearm,"Firearm
",,,,1,,,1,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,GBH,M4 Rifle,Presentation only,,,Residence,Yes,Delayed but sufficient,,,,,,,,,,,,,,1z - other incident,0,,,,,,,,,,,,,,,,,,,,,GBH,GBH,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,European,,,,,,1,,,,,,Had Weapon but Not Used,Yes,Cutting/stabbing weapon,"Firearm
Handcuffs-Restraints
",,,,,,,,0,,,,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Presentation only ,Presentation,Assaultive,Glock 17 Handgun,Presentation only,,,Street/Highway/Motorway,Yes,Immediate but not sufficient,,,,,,,,,,,,,,1x - threaten/attempt suicide,0,,,,,,,,,,,,,,,,,,,,,Active ResistantAssaultive,Assaultive,"1700, 3500",1,0,1,0,0,0,0,2
2018,ResidenceOutdoor public areaStreet/Highway/Motorway,1,1,1,,,,,,,Yes,31-40,Male,Pacific peoples,,,,1,1,,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Empty Hand
",1,,,,,,,1,Assaultive,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Cooperative,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1h - drunk home,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultiveCooperative,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,OtherOther,,,,,,,,,1,Yes,51-60,Male,European,1,1,1,1,,1,,,1,,,No Weapon,No,,"Empty Hand
Communication
",,1,,1,,,,1,Passive Resistant,Other,Immediate and sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Other,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,"Outdoor public area
Street/Highway/MotorwayOutdoor public area
Street/Highway/MotorwayOutdoor public area
Street/Highway/Motorway",,1,1,,,,,,,Yes,14-16,Male,Māori,,1,1,1,,,,,,,,No Weapon but Believed,No,,"Communication
Empty Hand
Handcuffs-Restraints
",1,,,,,,1,1,Passive Resistant,"Outdoor public area
Street/Highway/Motorway",Delayed and not sufficient,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,"Outdoor public area
Street/Highway/Motorway",Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,"Outdoor public area
Street/Highway/Motorway",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultiveAssaultive,Assaultive,"1500, 3500, 4200",1,0,1,1,0,0,0,3
2018,OtherOther,,,,,,,,,1,Yes,31-40,Male,Pacific peoples,,,,,,,,,,,,No Weapon,No,,"Communication
Taser
",,,,1,,,,1,Assaultive,Other,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X26 with camera,Laser Painting,-,-,-,-,-,Other,Other,No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4j - court security services (prison escort),0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,1500,1,0,0,0,0,0,0,1
2018,Outdoor public area,,,1,,,,,,,Yes,31-40,Male,European,1,1,1,1,,,,,,,,Had Weapon and Believed,Yes,Cutting/stabbing weapon,"Taser
",,,,1,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X26 with camera,Laser Painting,-,-,-,-,-,Outdoor public area,"Good visibility
Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,1400,1,0,0,0,0,0,0,1
2018,OtherOther,,,,,,,,,1,Yes,21-30,Female,Māori,,,,1,,,1,,1,,,No Weapon,No,,"Communication
Taser
",1,,1,,,,,1,Assaultive,Other,Delayed and not sufficient,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X2,Laser Painting,-,-,-,-,-,Other,"Poor visibility
Wet ground
Static obstacles
Moving obstacles",No,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,"1500, 5100, A-W Traffic Offences",1,0,0,0,1,0,1,3
2018,Street/Highway/Motorway,,1,,,,,,,,Yes,17-20,Male,Māori,,,,1,,,1,,,,,Had Weapon and Believed,Yes,Bludgeoning weapon,"Taser
",1,1,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,GBH,X26 with camera,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,"Good visibility
Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,GBH,GBH,"1700, 5100",1,0,0,0,1,0,0,2
2018,Outdoor public area,,,1,,,,,,,Yes,17-20,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"OC Spray
",,,,1,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,4,"Forehead, LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose, Lips",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f - foot patrol,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Outdoor public area,,,1,,,,,,,Yes,17-20,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"OC Spray
",,,,1,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,5,"Forehead, LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose, Lips",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f - foot patrol,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Female,Māori,,,,,,,,,,,1,No Weapon,No,,"Communication
Empty Hand
OC Spray
Handcuffs-Restraints
",,1,,1,,,,1,Assaultive,Street/Highway/Motorway,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,3,"Forehead, REye, REar, RCheek",Street/Highway/Motorway,Good visibility,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,Street/Highway/Motorway,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultiveAssaultiveAssaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,Outdoor public areaOutdoor public areaOutdoor public area,,,1,,,,,,,Yes,21-30,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"OC Spray
Taser
Handcuffs-Restraints
",,1,,1,,,,0,,,,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,3,"Forehead, LEyeBrow, REyeBrow, LEye, REye, LCheek, RCheek, Nose, Lips, Chin",Outdoor public area,"Good visibility
Dry ground
Calm",Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Discharge  ,Discharge,No,No,No,1,0,Discharge with probes,1,Assaultive,X26 with camera,Discharge,0,0,1,"LowerBack, Buttock",4,Outdoor public area,"Good visibility
Dry ground
Calm",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3f - foot patrol,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,ResidenceResidenceResidenceResidence,1,,,,,,,,,Yes,31-40,Male,European,,,,1,,,1,,,,,No Weapon,No,,"Communication
OC Spray
Empty Hand
Handcuffs-Restraints
",1,,,,,,,1,Assaultive,Residence,Nil,1,Y,,0,Active Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,3,"LEye, REye",Residence,"Good visibility
Wet ground
Calm",Immediate but not sufficient,,,,,,,,,,,,,1,Active Resistant,Residence,Immediate but not sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveActive ResistantAssaultiveActive Resistant,Assaultive,1500,1,0,0,0,0,0,0,1
2018,Police CarPolice CarPolice Car,,,,,1,,,,,Yes,31-40,Male,Māori,,,,1,,,,,,,,No Weapon,No,,"Communication
OC Spray
Handcuffs-Restraints
",1,,,,,,1,1,Active Resistant,Police Car,Nil,1,Y,,0,Passive Resistant,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Police Car,Immediate and sufficient,,,,,,,,,,,,,1,Active Resistant,3,"Forehead, LEyeBrow, REyeBrow, LEye, REye, LEar, REar, LCheek, RCheek, Nose",Police Car,Good visibility,Delayed but sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1d - domestic dispute incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantPassive ResistantActive Resistant,Active Resistant,"1500, 3500",1,0,1,0,0,0,0,2
2018,Outdoor public areaOutdoor public areaPolice Car,,,1,,1,,,,,Yes,31-40,Male,Māori,,,,,,1,,,,,,No Weapon,No,,"Communication
Handcuffs-Restraints
Handcuffs-Restraints
",1,,,,,1,,1,Passive Resistant,Outdoor public area,Immediate but not sufficient,2,,1,1,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Immediate and sufficient,Assaultive,Spithood,,Spithood,Police Car,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultiveAssaultive,Assaultive,Nil,0,0,0,0,0,0,0,0
2018,ResidenceResidenceResidence,1,,,,,,,,,Yes,21-30,Male,Māori,,,,,,1,,,,,,No Weapon,No,,"Communication
Empty Hand
Handcuffs-Restraints
",,,1,,,,1,1,Passive Resistant,Residence,Nil,1,Y,,0,Assaultive,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Assaultive,Residence,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1m - mental health incident,0,,,,,,,,,,,,,,,,,,,,,Passive ResistantAssaultiveAssaultive,Assaultive,"1500, 3200, 3500",1,0,2,0,0,0,0,3
2018,Street/Highway/Motorway,,1,,,,,,,,Yes,31-40,Female,European,,,,,1,1,,1,,,,No Weapon,No,,"Handcuffs-Restraints
",1,,1,,,,,0,,,,1,,1,0,Assaultive,Rear wrist and leg restraint,without pain compliance,Rear wrist and leg restraint,Street/Highway/Motorway,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,"Outdoor public area
Street/Highway/Motorway",,1,1,,,,,,,Yes,21-30,Male,European,,,,1,,,1,,,,,No Weapon,No,,"OC Spray
",,,1,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,Assaultive,2,"REyeBrow, RCheek","Outdoor public area
Street/Highway/Motorway","Good visibility
Wet ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,Assaultive,Assaultive,"1600, 3500",1,0,1,0,0,0,0,2
2018,"Outdoor public area
Street/Highway/MotorwayOutdoor public areaOutdoor public area",,1,1,,,,,,,Yes,21-30,Male,Pacific peoples,,,,1,,,,,,,,No Weapon,No,,"Communication
OC Spray
Handcuffs-Restraints
",1,,,,,,,1,Assaultive,"Outdoor public area
Street/Highway/Motorway",Nil,1,Y,,0,Cooperative,Metal handcuffs,without pain compliance,No PC - Metal handcuffs,Outdoor public area,Immediate and sufficient,,,,,,,,,,,,,1,Assaultive,3,"Forehead, LEyeBrow, LEye, REye, LCheek, RCheek",Outdoor public area,"Good visibility
Dry ground
Calm",Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1r - breach of peace,0,,,,,,,,,,,,,,,,,,,,,AssaultiveCooperativeAssaultive,Assaultive,3500,0,0,1,0,0,0,0,1
2018,Outdoor public areaResidence,1,,1,,,,,,,No,,Male,Māori,,,,,,,,,,,1,No Weapon,No,,"Communication
Taser
",,,,,,,1,1,Active Resistant,Outdoor public area,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Discharge  ,Discharge,No,No,No,1,0,Discharge with probes,1,GBH,X26 with camera,Discharge,1,0,1,"UpperBack, Miss",5,Residence,"Good visibility
Wet ground
Calm
Static obstacles",No,Nil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,Active ResistantGBH,GBH,Nil,0,0,0,0,0,0,0,0
2018,Street/Highway/MotorwayStreet/Highway/Motorway,,1,,,,,,,,Yes,21-30,Male,Asian,,1,,,,1,,,,,,No Weapon,No,,"Communication
Taser
",1,,,,,,,1,Assaultive,Street/Highway/Motorway,Nil,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Laser Painting  ,Show,No,Yes,No,0,0,Laser painting,0,Assaultive,X2,Laser Painting,-,-,-,-,-,Street/Highway/Motorway,"Good visibility
Wet ground
Windy",No,Immediate and sufficient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1u - traffic incident,0,,,,,,,,,,,,,,,,,,,,,AssaultiveAssaultive,Assaultive,A-W Traffic Offences,0,0,0,0,0,0,1,1
